Academic Year,County Code,District Code,School Code,District Name,School Name,Altitude,Enrollment (K-12),Adjusted FRPM Count (K-12),Percent,PercentQualifiedAbove,PercentAffordAbove,PercentQualifiedBelow,PercentAffordBelow,Number,Charter School Number,Charter Funding Type,Low Grade,High Grade,LowHigh,Name2,Address,City,Zip,phone,Normalized Address,Latitude,Longitude
2013-14,1,61259,6118608,Oakland Unified,ASCEND,10.45206642,434,398,0.917050691,0.724595035,0.275404965,0.84629585,0.15370415,83,1443,Directly funded,K,8,K to 8,ASCEND,3709 East 12th St.,Oakland,94601,(510)_534-7252,"3709 East 12th Street, Oakland, CA 94601, USA",37.773589,-122.2215593
2013-14,1,61259,112771,Oakland Unified,Alliance Academy,10.4210844,390,367,0.941025641,0.726979911,0.273020089,0.843742204,0.156257796,84,,,6,8,6 to 8,Alliance Academy,1800 98th Ave.,Oakland,94603-2702,(510)_639-2893,"1800 98th Avenue, Oakland, CA 94603, USA",37.7460375,-122.1653968
2013-14,1,61259,112789,Oakland Unified,Elmhurst Community Prep,10.4210844,365,325,0.890410959,0.728648135,0.271351865,0.840481306,0.159518694,85,,,6,8,6 to 8,Elmhurst Community Prep,1800 98th Ave.,Oakland,94603-2702,(510)_639-2888,"1800 98th Avenue, Oakland, CA 94603, USA",37.7460375,-122.1653968
2013-14,1,61259,6002190,Oakland Unified,Esperanza Elementary,10.10243607,334,311,0.931137725,0.730521999,0.269478001,0.838864241,0.161135759,86,,,K,5,K to 5,Esperanza Elementary,10315 E St.,Oakland,94603-3133,(510)_639-3367,"10315 E Street, Oakland, CA 94603, USA",37.7374958,-122.1735356
2013-14,1,61259,112813,Oakland Unified,Fred T. Korematsu Discovery Academy,10.10243607,406,318,0.783251232,0.731108554,0.268891446,0.836046086,0.163953914,87,,,K,5,K to 5,Fred T. Korematsu Discovery Academy,10315 E St.,Oakland,94603-3133,(510)_639-3377,"10315 E Street, Oakland, CA 94603, USA",37.7374958,-122.1735356
2013-14,1,61259,115618,Oakland Unified,Greenleaf Elementary,9.940914154,548,460,0.839416058,0.732710684,0.267289316,0.838081671,0.161918329,88,,,P,8,P to 8,Greenleaf Elementary,6328 East 17th St.,Oakland,94621-3832,(510)_636-1400,"6328 East 17th Street, Oakland, CA 94621, USA",37.7646264,-122.1943384
2013-14,1,61259,121376,Oakland Unified,Home and Hospital Program,9.92009449,6,1,0.166666667,0.732619022,0.267380978,0.838008415,0.161991585,89,,,K,12,K to 12,Home and Hospital Program,2850 West St.,Oakland,94608-4536,(510)_597-4294,"2850 West Street, Oakland, CA 94608, USA",37.81851,-122.273017
2013-14,1,61259,121228,Oakland Unified,Young Adult Program,9.92009449,4,1,0.25,0.732566926,0.267433074,0.838412189,0.161587811,90,,,Adult,Adult,Adult to Adult,Young Adult Program,2850 West St.,Oakland,94608-4536,(510)_879-2715,"2850 West Street, Oakland, CA 94608, USA",37.81851,-122.273017
2013-14,1,61259,132688,Oakland Unified,Dewey Academy,9.556313515,246,199,0.808943089,0.733070613,0.266929387,0.838648215,0.161351785,91,,,9,12,9 to 12,Dewey Academy,1111 2nd Ave.,Oakland,94606,(510)_874-3660,"1111 2nd Avenue, Oakland, CA 94606, USA",37.7968177,-122.2582004
2013-14,1,61259,6001978,Oakland Unified,Lafayette Elementary,9.528925896,274,260,0.948905109,0.734644454,0.265355546,0.839399548,0.160600452,92,,,K,5,K to 5,Lafayette Elementary,1700 Market St.,Oakland,94607-3330,(510)_874-7774,"1700 Market Street, Oakland, CA 94607, USA",37.810223,-122.2794106
2013-14,1,61259,6002075,Oakland Unified,Bridges Academy,9.30948925,366,346,0.945355191,0.736677033,0.263322967,0.836225138,0.163774862,93,,,K,5,K to 5,Bridges Academy,1325 53rd Ave.,Oakland,94601-5728,(510)_535-3876,"1325 53rd Avenue, Oakland, CA 94601, USA",37.7674528,-122.2074742
2013-14,1,61259,6072235,Oakland Unified,"Martin Luther King, Jr. Elementary",8.883190155,308,267,0.866883117,0.73772549,0.26227451,0.831829188,0.168170812,94,,,K,5,K to 5,"Martin Luther King, Jr. Elementary",960 Tenth St.,Oakland,94607-3106,(510)_874-3381,"960 10th Street, Oakland, CA 94607, USA",37.806313,-122.282771
2013-14,1,61259,6096523,Oakland Unified,La Escuelita Elementary,8.840416908,296,270,0.912162162,0.739065013,0.260934987,0.830599225,0.169400775,95,,,K,5,K to 5,La Escuelita Elementary,1100 Third Ave.,Oakland,94606-2227,(510)_874-7762,"1100 3rd Avenue, Oakland, CA 94606, USA",37.7955602,-122.2570204
2013-14,1,61259,100701,Oakland Unified,MetWest High,8.840416908,141,105,0.744680851,0.739085481,0.260914519,0.827752888,0.172247112,96,,,9,12,9 to 12,MetWest High,1100 3rd Ave.,Oakland,94606-2302,(510)_451-5902,"1100 3rd Avenue, Oakland, CA 94606, USA",37.7955602,-122.2570204
2013-14,1,61259,6002182,Oakland Unified,Madison Park Academy TK-5,8.477325439,247,231,0.935222672,0.740329789,0.259670211,0.829157175,0.170842825,97,,,K,5,K to 5,Madison Park Academy TK-5,470 El Paseo Dr.,Oakland,94603-3565,(510)_636-7919,"470 El Paseo Drive, Oakland, CA 94603, USA",37.727981,-122.176582
2013-14,1,61259,6001903,Oakland Unified,New Highland Academy,8.021783829,313,308,0.984025559,0.742273295,0.257726705,0.825920435,0.174079565,98,,,K,5,K to 5,New Highland Academy,8521 A St.,Oakland,94621-1619,(510)_729-7723,"8521 A Street, Oakland, CA 94621, USA",37.7516373,-122.1797196
2013-14,1,61259,110262,Oakland Unified,Rise Community,8.021783829,304,300,0.986842105,0.744153119,0.255846881,0.819560468,0.180439532,99,,,K,5,K to 5,Rise Community,8521 A St.,Oakland,94621,(510)_729-7732,"8521 A Street, Oakland, CA 94621, USA",37.7516373,-122.1797196
2013-14,1,61259,115204,Oakland Unified,Community United Elementary,8.012824059,421,386,0.916864608,0.745972181,0.254027819,0.812759128,0.187240872,100,,,K,5,K to 5,Community United Elementary,6701 International Blvd.,Oakland,94621,(510)_639-2850,"6701 International Boulevard, Oakland, CA 94621, USA",37.7611287,-122.1920065
2013-14,1,61259,115576,Oakland Unified,Futures Elementary,8.012824059,332,304,0.915662651,0.747369988,0.252630012,0.806547619,0.193452381,101,,,K,5,K to 5,Futures Elementary,6701 International Blvd.,Oakland,94621-3501,(510)_636-0520,"6701 International Boulevard, Oakland, CA 94621, USA",37.7611287,-122.1920065
2013-14,1,61259,6066450,Oakland Unified,Madison Park Academy 6-12,7.992688656,514,462,0.898832685,0.74927728,0.25072272,0.801160024,0.198839976,102,,,6,12,6 to 12,Madison Park Academy 6-12,400 Capistrano Dr.,Oakland,94603-3520,(510)_636-2701,"400 Capistrano Drive, Oakland, CA 94603, USA",37.7275406,-122.1776362
2013-14,1,61259,115014,Oakland Unified,KIPP Bridge Charter,7.410254478,309,219,0.708737864,0.748972694,0.251027306,0.793075684,0.206924316,103,938,Directly funded,5,8,5 to 8,KIPP Bridge Charter,991 14th St.,Oakland,94607-3230,(510)_874-7255,"991 14th Street, Oakland, CA 94607, USA",37.8087468,-122.2825981
2013-14,1,61259,115626,Oakland Unified,West Oakland Middle,7.410254478,214,189,0.88317757,0.7496674,0.2503326,0.797491951,0.202508049,104,,,6,8,6 to 8,West Oakland Middle,991 14th St.,Oakland,94607-3230,(510)_874-6788,"991 14th Street, Oakland, CA 94607, USA",37.8087468,-122.2825981
2013-14,1,61259,130666,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,7.244675159,499,469,0.93987976,0.751935946,0.248064054,0.794267628,0.205732372,105,465,Directly funded,6,12,6 to 12,Aspire Lionel Wilson College Preparatory Academy,400 105th Ave.,Oakland,94603-2968,(510)_635-7737,"400 105th Avenue, Oakland, CA 94603, USA",37.7294775,-122.180129
2013-14,1,61259,112797,Oakland Unified,Coliseum College Prep Academy,7.164653778,473,466,0.985200846,0.754543521,0.245456479,0.780262143,0.219737857,106,,,6,12,6 to 12,Coliseum College Prep Academy,1390 66th Ave.,Oakland,94621-3506,(510)_639-3201,"1390 66th Avenue, Oakland, CA 94621, USA",37.7619967,-122.1934685
2013-14,1,61259,112805,Oakland Unified,ROOTS International Academy,7.164653778,349,336,0.962750716,0.756246777,0.243753223,0.759703075,0.240296925,107,,,6,8,6 to 8,ROOTS International Academy,1390 66th Ave.,Oakland,94621-3506,(510)_639-3226,"1390 66th Avenue, Oakland, CA 94621, USA",37.7619967,-122.1934685
2013-14,1,61259,3030772,Oakland Unified,Oakland School for the Arts,6.955842018,676,96,0.142011834,0.746665744,0.253334256,0.743472286,0.256527714,108,340,Directly funded,6,12,6 to 12,Oakland School for the Arts,530 18th St.,Oakland,94612,(510)_873-8800,"530 18th Street, Oakland, CA 94612, USA",37.8081419,-122.2706475
2013-14,1,61259,110189,Oakland Unified,McClymonds High,6.89955616,275,237,0.861818182,0.747391833,0.252608167,0.853658537,0.146341463,109,,,9,12,9 to 12,McClymonds High,2607 Myrtle St.,Oakland,94607-3415,(510)_879-3033,"2607 Myrtle Street, Oakland, CA 94607, USA",37.8182617,-122.2787944
2013-14,1,61259,6057095,Oakland Unified,Westlake Middle,6.795806885,571,521,0.912434326,0.749524715,0.250475285,0.853001464,0.146998536,110,,,6,8,6 to 8,Westlake Middle,2629 Harrison St.,Oakland,94612-3813,(510)_879-2130,"2629 Harrison Street, Oakland, CA 94612, USA",37.8141084,-122.2603786
2013-14,1,61259,6002125,Oakland Unified,Preparatory Literary Academy of Cultural Excellence,5.831889153,216,197,0.912037037,0.750315315,0.249684685,0.841068917,0.158931083,111,,,K,5,K to 5,Preparatory Literary Academy of Cultural Excellence,920 Campbell St.,Oakland,94607-1320,(510)_874-3333,"920 Campbell Street, Oakland, CA 94607, USA",37.8085163,-122.2978647
2013-14,1,61259,119859,Oakland Unified,Gateway to College at Laney College,5.5776577,96,39,0.40625,0.749572995,0.250427005,0.835235921,0.164764079,112,,,9,12,9 to 12,Gateway to College at Laney College,900 Fallon St.,Oakland,94607,(510)_464-3592,"900 Fallon Street, Oakland, CA 94607, USA",37.7949249,-122.263102
2013-14,1,61259,6002273,Oakland Unified,ACORN Woodland Elementary,5.203295231,285,268,0.940350877,0.750787164,0.249212836,0.85150079,0.14849921,113,,,K,5,K to 5,ACORN Woodland Elementary,1025 81st Ave.,Oakland,94621-2455,(510)_639-3344,"1025 81st Avenue, Oakland, CA 94621, USA",37.7528862,-122.1869131
2013-14,1,61259,102988,Oakland Unified,EnCompass Academy Elementary,5.203295231,297,267,0.898989899,0.75176361,0.24823639,0.84023142,0.15976858,114,,,K,5,K to 5,EnCompass Academy Elementary,1025 81st Ave.,Oakland,94621-2455,(510)_639-3350,"1025 81st Avenue, Oakland, CA 94621, USA",37.7528862,-122.1869131
2013-14,1,61259,6001663,Oakland Unified,Brookfield Elementary,4.812791824,363,250,0.688705234,0.751259875,0.248740125,0.831282051,0.168717949,115,,,K,5,K to 5,Brookfield Elementary,401 Jones Ave.,Oakland,94603-1123,(510)_639-3310,"401 Jones Avenue, Oakland, CA 94603, USA",37.7349299,-122.1892999
2013-14,1,61259,118653,Oakland Unified,Ralph J. Bunche High,4.345036983,118,104,0.881355932,0.75159683,0.24840317,0.86389414,0.13610586,116,,,9,12,9 to 12,Ralph J. Bunche High,1240 18th St.,Oakland,94607-2223,(510)_874-3300,"1240 18th Street, Oakland, CA 94607, USA",37.81331,-122.287037
2013-14,1,61259,130633,Oakland Unified,Lighthouse Community Charter,3.911270857,502,422,0.84063745,0.752567248,0.247432752,0.862491491,0.137508509,117,413,Directly funded,K,8,K to 8,Lighthouse Community Charter,444 Hegenberger St.,Oakland,94621-1418,(510)_562-8801,"444 Hegenberger Road, Oakland, CA 94621, USA",37.736145,-122.195709
2013-14,1,61259,118224,Oakland Unified,Aspire Golden State College Preparatory Academy,3.77015543,524,456,0.870229008,0.753890737,0.246109263,0.873836608,0.126163392,118,1023,Directly funded,6,12,6 to 12,Aspire Golden State College Preparatory Academy,1009 66th Ave.,Oakland,94610-3430,(510)_562-8030,"1009 66th Avenue, Oakland, CA 94621, USA",37.7590969,-122.1980651
2013-14,1,61259,123711,Oakland Unified,Vincent Academy,3.534766674,134,113,0.843283582,0.754147135,0.245852865,0.878103837,0.121896163,119,1271,Directly funded,K,5,K to 5,Vincent Academy,1911 Union St.,Oakland,94607,(510)_452-2100,"1911 Union Street, Oakland, CA 94607, USA",37.8142568,-122.2869512
2013-14,1,61259,108944,Oakland Unified,Lighthouse Community Charter High,3.456497192,236,209,0.88559322,0.754807795,0.245192205,0.893203883,0.106796117,120,700,Directly funded,9,12,9 to 12,Lighthouse Community Charter High,444 Hegenberger Rd.,Oakland,94621-1418,(510)_562-8225,"444 Hegenberger Road, Oakland, CA 94621, USA",37.7363758,-122.1968344
2013-14,1,61259,115386,Oakland Unified,Civicorps Corpsmember Academy,3.135569334,73,67,0.917808219,0.755060815,0.244939185,0.917808219,0.082191781,121,948,Directly funded,9,Adult,9 to Adult,Civicorps Corpsmember Academy,101 Myrtle St.,Oakland,94607-2507,(510)_992-7800,"101 Myrtle Street, Oakland, CA 94607, USA",37.79949,-122.285775
